"rank" "title" "studio" "worldwide" "domestic" "overseas" "release_year" "genre" "mpaa" "theater" "rating" "genre1" "genre2" "ow" "runt" "weeks" "director1" "per" "budget" "series" "rn" "to_rating" "sh" "bb" "price" "adjusted" "adow" "adbudget" "dir_win" "dir_nomi" "st1_win" "st2_win" "st1_nomi" "st2_nomi"
"542" 542 "Honey I Shrunk the Kids" "BV" 222.7 130.7 92 1989 "Family Adventure" "PG-13" 3183 6.3 "Family" "Adventure" NA 101 NA "Joe Johnston" "ss" 50 0 0 0 0 2.61 43 26.44 NA 10.12 2 6 3 2 "4" 4
"543" 543 "Fahrenheit 9/11" "Lions" 222.4 119.2 103.3 2004 "Documentary" "PG" NA 7.5 "Documentary" "" NA 116 NA "Michael Moore" "ss" NA 0 229 72 0 NA 59 17.58 NA NA 45 28 67 10 "95" 15
"544" 544 "Jumper" "Fox" 222.2 80.2 142.1 2008 "Fantasy" "R" NA 6.1 "Fantasy" "" NA 90 NA "Doug Liman" "ns" 6 0 0 0 0 13.37 63 11.08 NA 0.83 2 6 9 17 "19" 19
"545" 545 "Wild Wild West" "WB" 222.1 113.8 108.3 1999 "Western Comedy" "PG-13" 3430 4.8 "Western" "Comedy" 27.4 107 21.1 "Barry Sonnenfeld" "ss" 85 0 0 0 0 1.34 54 18.33 4.41 13.69 7 7 56 8 "106" 30
"546" 546 "Presumed Innocent" "WB" 221.3 86.3 135 1990 "Thriller" "PG-13" 3342 6.9 "Thriller" "" NA 127 NA "Alan J. Pakula" "ss" 170 0 49 75 0 0.51 49 15.32 NA 30.18 11 11 32 5 "36" 14
"547" 547 "Scary Movie 3" "Dim." 220.7 110 110.7 2003 "Horror Comedy" "R" NA 5.4 "Horror" "Comedy" NA 90 NA "David Zucker" "ns" NA 1 0 0 0 NA 58 16.5 NA NA 0 11 2 3 "5" 8
"548" 548 "Elf" "NL" 220.4 173.4 47 2003 "Comedy" "PG-13" 3505 6.9 "Comedy" "" 48.1 95 17 "Jon Favreau" "ns" 48 0 82 73 0 3.61 58 26.01 7.21 7.2 3 8 9 6 "61" 18
"549" 549 "Green Lantern" "WB" 219.9 116.6 103.3 2011 "AA" "PG" 3381 5.6 "AA" "" 31.1 105 17 "Martin Campbell" "ss" 33 0 0 0 0 3.53 66 15.37 4.1 4.35 2 10 8 7 "32" 16
"550" 550 "The Terminal" "DW" 219.4 77.9 141.5 2004 "Comedy / Drama" "PG-13" 3816 7.3 "Comedy" "Drama" 53.2 128 15 "Steven Spielberg" "ss" 200 0 0 0 0 0.39 59 11.49 7.84 29.49 175 168 76 18 "115" 32
"551" 551 "What Happens in Vegas" "Fox" 219.4 80.3 139.1 2008 "Comedy" "PG-13" 2914 6.1 "Comedy" "" NA 99 NA "Tom Vaughan" "ns" 60 0 0 0 0 1.34 63 11.09 NA 8.29 1 2 28 18 "82" 40
"552" 552 "It's Complicated" "Uni." 219.1 112.7 106.4 2009 "Romantic Comedy" "PG-13" 3255 6.6 "Romantic" "Comedy" 20.2 118 19 "Nancy Meyers" "hs" 35 0 0 0 0 3.22 64 15.32 2.75 4.76 6 5 163 22 "321" 39
"553" 553 "Knocked Up" "Uni." 219.1 148.8 70.3 2007 "Romantic Comedy" "R" 2955 7 "Romantic" "Comedy" 22.1 129 14 "Judd Apatow" "ss" 85 0 238 79 0 1.75 62 20.88 3.1 11.93 15 28 11 9 "26" 28
"554" 554 "Captain Phillips" "Sony" 218.8 107.1 111.7 2013 "Drama" "R" NA 7.9 "Drama" "" NA 134 NA "Paul Greengrass" "ns" 30 0 239 82 0 3.57 68 13.7 NA 3.84 34 62 76 16 "115" 52
"555" 555 "The Prince of Egypt" "DW" 218.6 101.4 117.2 1998 "Animation" "PG-13" 3143 7 "Animation" "" 25.7 99 20.4 "Brenda Chapman" "hs" 55 0 85 67 0 1.84 53 16.64 4.22 9.03 3 7 5 32 "13" 90
"556" 556 "Jack Reacher" "Par." 218.3 80.1 138.3 2012 "Crime Drama" "PG" NA 7 "Crime" "Drama" NA 130 NA "Christopher McQuarrie" "hs" 70 0 0 0 0 1.14 67 10.4 NA 9.09 8 3 39 28 "76" 50
"557" 557 "Collateral" "DW" 217.8 101 116.8 2004 "Crime" "PG-13" 3352 7.6 "Crime" "" 15.2 125 13 "Michael Mann" "ss" 60 0 228 75 0 1.68 59 14.89 2.24 8.85 15 36 39 45 "76" 74
"558" 558 "Dracula Untold" "Uni." 217.1 56.3 160.8 2014 "Action Horror" "R" 3205 6.3 "Action" "Horror" 24.7 92 14 "Gary Shore" "ns" 65 0 0 0 0 0.87 69 7.1 3.11 8.2 0 1 0 2 "3" 4
"559" 559 "Million Dollar Baby" "WB" 216.8 100.5 116.3 2004 "Sports Drama" "PG-13" 2900 8.1 "Sports" "Drama" NA 137 NA "Clint Eastwood" "hs" 70 0 253 80 0 1.44 59 14.82 NA 10.32 143 148 143 55 "148" 41
"560" 560 "Ted 2" "Uni." 216.7 81.5 135.2 2015 "Comedy" "PG-13" NA 6.4 "Comedy" "" NA 115 NA "Seth MacFarlane" "ss" 30 1 0 0 0 2.72 70 10.13 NA 3.73 15 46 20 15 "60" 46
"561" 561 "The Help" "BV" 216.6 169.7 46.9 2011 "Drama" "R" 3448 8.1 "Drama" "" NA 137 NA "Tate Taylor" "ss" 68 0 0 0 0 2.5 66 22.37 NA 8.96 11 16 36 44 "76" 69
"562" 562 "Twins" "Uni." 216.6 111.9 104.7 1988 "Comedy" "PG-13" NA 6 "Comedy" "" NA 105 NA "Ivan Reitman" "hs" 25 0 142 76 0 4.48 44 22.13 NA 4.94 8 11 23 11 "31" 39
"563" 563 "Valentine's Day" "WB (NL)" 216.5 110.5 106 2010 "Romantic Comedy" "PG" 1659 5.8 "Romantic" "Comedy" NA 117 NA "Garry Marshall" "ns" 15 0 0 0 0 7.37 65 14.79 NA 2.01 13 14 14 31 "37" 83
"564" 564 "Bad Teacher" "Sony" 216.2 100.3 115.9 2011 "Comedy" "PG-13" 3665 5.7 "Comedy" "" 56.3 89 12 "Jake Kasdan" "ss" 52 0 0 0 0 1.93 66 13.22 7.42 6.85 1 5 28 3 "82" 6
"565" 565 "Clear and Present Danger" "Par." 215.9 122.2 93.7 1994 "Action Thriller" "R" NA 6.9 "Action" "Thriller" NA 141 NA "Phillip Noyce" "ss" 20 0 0 0 0 6.11 47 22.62 NA 3.7 23 10 32 28 "36" 36
"566" 566 "101 Dalmatians" "Dis." 215.9 144.9 71 1961 "Animation" "PG-13" NA 7.2 "Animation" "" NA 79 NA "Clyde Geronimi" "ns" 62 0 0 0 0 2.34 16 78.79 NA 33.71 3 6 4 0 "3" 1
"567" 567 "Bram Stoker's Dracula" "Col." 215.9 82.5 133.3 1992 "Period Horror" "G" NA 7.5 "Period" "Horror" NA 127 NA "Francis Ford Coppola" "ns" NA 0 48 67 0 NA 46 15.6 NA NA 49 47 24 17 "44" 37
"568" 568 "Vertical Limit" "Sony" 215.7 69.2 146.4 2015 "Family Comedy" "R" NA 5.9 "Family" "Comedy" NA 86 NA "Martin Campbell" "hs" 40 0 0 0 0 1.73 70 8.6 NA 4.97 2 10 4 3 "5" 4
"569" 569 "Alvin and the Chipmunks: The Road Chip" "Fox" 215.6 84.6 131 2000 "Action" "PG-13" NA 4.2 "Action" "" NA 124 NA "Walt Becker" "hs" 75 1 0 0 0 1.13 55 13.38 NA 11.86 0 1 2 2 "22" 7
"570" 570 "Ghostbusters II" "Col." 215.4 112.5 102.9 1989 "Horror Comedy" "PG" 2410 6.5 "Horror" "Comedy" NA 102 NA "Ivan Reitman" "ss" NA 0 0 0 0 NA 43 22.76 NA NA 8 11 49 3 "63" 14
"571" 571 "The Patriot" "Sony" 215.3 113.3 102 2000 "War" "R" 3061 7.1 "War" "" NA 164 NA "Roland Emmerich" "ss" 110 0 134 49 0 1.03 55 17.92 NA 17.4 13 14 32 74 "30" 53
"572" 572 "The Sorcerer's Apprentice" "BV" 215.3 63.2 152.1 2010 "Fantasy" "PG" 3504 6.1 "Fantasy" "" 17.6 111 15.3 "Jon Turteltaub" "ss" 150 0 0 0 0 0.42 65 8.46 2.36 20.08 0 2 40 5 "60" 10
"573" 573 "Just Go With It" "Sony" 214.9 103 111.9 2011 "Romantic Comedy" "PG-13" 3548 6.4 "Romantic" "Comedy" 30.5 110 14 "Dennis Dugan" "ns" 80 0 0 0 0 1.29 66 13.58 4.02 10.55 1 4 50 33 "68" 73
"574" 574 "Public Enemies" "Uni." 214.1 97.1 117 2009 "Crime Drama" "R" 3336 7 "Crime" "Drama" 25.3 143 9.3 "Michael Mann" "ss" 100 0 0 0 0 0.97 64 13.2 3.44 13.59 15 36 15 1 "31" 0
"575" 575 "The Bourne Identity" "Uni." 214 121.7 92.4 2002 "Action Thriller" "PG-13" 2663 7.9 "Action" "Thriller" NA 118 NA "Doug Liman" "ss" 60 0 185 72 0 2.03 57 18.58 NA 9.16 2 6 34 8 "122" 7
"576" 576 "Disclosure" "WB" 214 83 131 1994 "Drama / Thriller" "R" NA 6 "Drama" "Thriller" NA 129 NA "Barry Levinson" "hs" 55 0 58 47 0 1.51 47 15.36 NA 10.18 29 37 58 12 "36" 28
"577" 577 "Dirty Dancing" "Vest" 214 64 150 1987 "Romance" "PG-13" NA 6.9 "Romance" "" NA 105 NA "Emile Ardolino" "ss" 6 0 0 0 0 10.67 42 13.26 NA 1.24 9 21 0 5 "3" 7
"578" 578 "Pulp Fiction" "Mira." 213.9 107.9 106 1994 "Crime" "R" NA 8.9 "Crime" "" NA 154 NA "Quentin Tarantino" "ns" 8 0 77 83 0 13.49 47 19.97 NA 1.48 120 163 16 NA "19" NA
"579" 579 "The Aviator" "Mira." 213.7 102.6 111.1 2004 "Period Drama" "PG-13" NA 7.5 "Period" "Drama" NA 168 NA "Martin Scorsese" "hs" 110 0 213 76 0 0.93 59 15.13 NA 16.22 135 185 85 144 "195" 177
"580" 580 "Crouching Tiger Hidden Dragon" "SPC" 213.5 128.1 85.4 2000 "Foreign / Action" "PG-13" NA 7.9 "Foreign" "Action" NA 120 NA "Ang Lee" "hs" 17 0 151 86 0 7.54 55 20.26 NA 2.69 96 90 9 6 "26" 18
"581" 581 "Into the Woods" "BV" 213.1 128 85.1 2014 "Musical" "PG" 2833 6 "Musical" "" 31.1 124 16.1 "Rob Marshall" "hs" 50 0 0 0 0 2.56 69 16.14 3.92 6.3 14 21 13 4 "57" 17
"582" 582 "Bedtime Stories" "BV" 212.9 110.1 102.8 2008 "Family Adventure" "PG" 3684 6.1 "Family" "Adventure" 27.5 95 11.1 "Adam Shankman" "hs" 80 0 0 0 0 1.38 63 15.2 3.8 11.05 1 3 50 5 "68" 19
"583" 583 "Miss Congeniality" "WB" 212.7 106.8 105.9 2000 "Action Comedy" "PG-13" NA 6.1 "Action" "Comedy" NA 109 NA "Donald Petrie" "hs" 45 0 0 0 0 2.37 55 16.89 NA 7.12 1 3 72 37 "102" 60
"584" 584 "Entrapment" "Fox" 212.4 87.7 124.7 1999 "Romantic Thriller" "PG-13" NA 6.2 "Romantic" "Thriller" NA 113 NA "Jon Amiel" "ns" 66 0 0 0 0 1.33 54 14.13 NA 10.63 5 1 37 18 "27" 32
"585" 585 "Ace Ventura: When Nature Calls" "WB" 212.4 108.4 104 1995 "Comedy" "PG-13" NA 6.3 "Comedy" "" NA 94 NA "Steve Oedekerk" "ns" NA 1 0 0 0 NA 50 18.86 NA NA 1 3 45 NA "88" NA
"586" 586 "Master and Commander: The Far Side of the World" "Fox" 212 93.9 118.1 2003 "War" "PG-13" 3101 7.4 "War" "" 25.1 138 26 "Peter Weir" "ns" 150 1 210 74 0 0.63 58 14.08 3.77 22.5 32 56 36 6 "66" 18
"587" 587 "End of Days" "Uni." 212 66.9 145.1 1999 "Action Horror" "R" NA 5.7 "Action" "Horror" NA 121 NA "Peter Hyams" "hs" 100 0 0 0 0 0.67 54 10.78 NA 16.11 1 7 23 6 "31" 16
"588" 588 "Battle: Los Angeles" "Sony" 211.8 83.6 128.3 2011 "Sci-Fi Action" "PG-13" 3417 5.8 "Sci-Fi" "Action" NA 116 NA "Jonathan Liebesman" "ns" 70 1 0 0 0 1.19 66 11.02 NA 9.23 2 2 7 0 "18" 2
"589" 589 "Fury" "Sony" 211.8 85.8 126 2014 "War" "R" 3313 NA "War" "" 23.7 134 13.6 "Richard Dennison" "ns" 68 0 343 86 0 1.26 69 10.82 2.99 8.57 NA NA NA NA " " NA
"590" 590 "Due Date" "WB" 211.8 100.5 111.2 2010 "Comedy" "R" 3365 6.6 "Comedy" "" 32.7 95 12 "Todd Phillips" "ns" 65 0 0 0 0 1.55 65 13.45 4.38 8.7 5 4 33 18 "91" 26
"591" 591 "Kingdom of Heaven" "Fox" 211.7 47.4 164.3 2005 "Historical Epic" "R" 3219 7.2 "Historical" "Epic" 19.6 145 17 "Ridley Scott" "ns" 130 0 0 0 0 0.36 60 6.87 2.84 18.85 31 87 NA NA " " NA
"592" 592 "The Little Mermaid" "BV" 211.3 111.5 99.8 1989 "Animation" "G" NA 7.6 "Animation" "" NA 83 NA "Ron Clements" "ns" NA 0 66 81 0 NA 43 22.56 NA NA 7 8 3 0 "9" 3
"593" 593 "Australia" "Fox" 211.3 49.6 161.8 2008 "Period Adventure" "PG-13" 2721 6.6 "Period" "Adventure" 14.8 165 17.3 "Baz Luhrmann" "hs" 130 0 0 0 0 0.38 63 6.85 2.04 17.95 33 49 1 NA "3" NA
"594" 594 "District 9" "TriS" 210.8 115.6 95.2 2009 "Sci-Fi" "R" 3180 8 "Sci-Fi" "" 37.4 113 12 "Neill Blomkamp" "ss" 30 0 291 79 0 3.85 64 15.71 5.08 4.08 11 32 0 NA "11" NA
"595" 595 "Braveheart" "Par." 210.4 75.6 134.8 1995 "Historical Epic" "R" 2037 8.4 "Historical" "Epic" 9.9 177 55.3 "Mel Gibson" "ss" 72 0 65 66 0 1.05 50 13.15 1.72 12.53 32 30 NA NA " " NA
"596" 596 "Moonraker" "MGM" 210.3 70.3 140 1979 "Action" "PG" NA 6.3 "Action" "" NA 126 NA "Lewis Gilbert" "ss" NA 0 0 0 0 NA 34 17.99 NA NA 8 17 NA NA " " NA
"597" 597 "The Others" "Mira." 209.9 96.5 113.4 2001 "Period Horror" "PG-13" NA 7.6 "Period" "Horror" NA 101 NA "Alejandro Amen¨¢bar" "ss" 17 0 148 72 0 5.68 56 14.99 NA 2.64 53 36 65 7 "148" 11
"598" 598 "Horrible Bosses" "WB (NL)" 209.6 117.5 92.1 2011 "Comedy" "R" 3134 6.9 "Comedy" "" 28.3 100 16 "Seth Gordon" "ss" 35 0 0 0 0 3.36 66 15.49 3.73 4.61 NA NA NA NA " " NA
"599" 599 "Red Dragon" "Uni." 209.2 93.1 116 2002 "Thriller" "R" 3363 7.2 "Thriller" "" NA 126 NA "Brett Ratner" "ns" 78 0 0 0 0 1.19 57 14.21 NA 11.91 3 4 47 46 "54" 79
"600" 600 "Lemony Snicket's A Series of Unfortunate Events" "Par." 209.1 118.6 90.4 2004 "Family Adventure" "PG" 3623 6.8 "Family" "Adventure" 30.1 113 19 "Brad Silberling" "hs" 140 0 0 0 0 0.85 59 17.49 4.44 20.64 0 4 45 1 "88" 4
"601" 601 "Tomorrowland" "BV" 209 93.4 115.6 2015 "Sci-Fi" "PG" 3972 6.5 "Sci-Fi" "" 33 130 17 "Brad Bird" "ss" 190 0 0 0 0 0.49 70 11.61 4.1 23.61 30 25 87 18 "193" 42
"602" 602 "Safe House" "Uni." 208.1 126.4 81.7 2012 "Action Thriller" "R" 3121 6.8 "Action" "Thriller" NA 117 NA "Daniel Espinosa" "ns" 85 0 0 0 0 1.49 67 16.41 NA 11.04 3 3 68 8 "103" 32
"603" 603 "S.W.A.T." "Sony" 207.7 116.9 90.8 2003 "Action Thriller" "PG-13" 3220 6 "Action" "Thriller" 37.1 111 17 "Clark Johnson" "ss" 80 0 0 0 0 1.46 58 17.54 5.56 12 0 10 31 12 "76" 37
"604" 604 "Traffic" "USA" 207.5 124.1 83.4 2000 "Crime Drama" "R" NA 7.6 "Crime" "Drama" NA 147 NA "Steven Soderbergh" "hs" NA 0 155 81 0 NA 55 19.63 NA NA 29 74 45 4 "66" 7
"605" 605 "The Fast and the Furious" "Uni." 207.3 144.5 62.8 2001 "Action" "PG-13" 2899 6.7 "Action" "" NA 106 NA "Rob Cohen" "ss" 38 0 0 0 0 3.8 56 22.45 NA 5.9 3 1 7 7 "11" 26
"606" 606 "Paranormal Activity 3" "Par." 207 104 103 2011 "Horror" "R" 3329 5.8 "Horror" "" 52.6 81 11 "Henry Joost" "ns" 5 1 0 0 0 20.8 66 13.71 6.93 0.66 1 3 NA NA " " NA
"607" 607 "Philadelphia" "TriS" 206.7 77.4 129.2 1993 "Drama" "PG-13" NA 7.7 "Drama" "" NA 125 NA "Jonathan Demme" "hs" 26 0 50 66 0 2.98 45 14.96 NA 5.03 26 28 76 68 "115" 103
"608" 608 "The Expendables 3" "LGF" 206.2 39.3 166.9 2014 "Action" "PG-13" 3221 6.1 "Action" "" 15.9 103 9 "Patrick Hughes" "ss" NA 1 0 0 0 NA 69 4.96 2 NA 1 3 55 1 "58" 2
"609" 609 "Sleepy Hollow" "Par." 206.1 101.1 105 1999 "Period Horror" "R" 3069 7.4 "Period" "Horror" NA 105 NA "Tim Burton" "ns" 100 0 126 55 0 1.01 54 16.29 NA 16.11 20 58 65 18 "115" 33
"610" 610 "The Jungle Book" "Dis." 205.8 141.8 64 1967 "Animation" "G" NA 7.6 "Animation" "" NA 78 NA "Wolfgang Reitherman" "ns" NA 0 0 0 0 NA 22 56.08 NA NA 5 1 0 2 "3" 4
"611" 611 "JFK" "WB" 205.4 70.4 135 1991 "Drama / Thriller" "R" 1395 8 "Drama" "Thriller" NA 206 NA "Oliver Stone" "hs" NA 0 60 74 0 NA 48 12.76 NA NA 51 49 10 NA "5" NA
"612" 612 "White House Down" "Sony" 205.4 73.1 132.3 2013 "Action Drama" "PG-13" 3222 6.4 "Action" "Drama" 24.9 137 11.4 "Roland Emmerich" "ss" 150 0 0 0 0 0.49 68 9.35 3.19 19.19 13 14 19 45 "53" 74
"613" 613 "The Ugly Truth" "Sony" 205.3 88.9 116.4 2009 "Romantic Comedy" "R" 2975 6.5 "Romantic" "Comedy" 27.6 96 11 "Robert Luketic" "ss" 38 0 0 0 0 2.34 64 12.08 3.75 5.17 4 0 9 2 "28" 12
"614" 614 "The Holiday" "Sony" 205.1 63.2 141.9 2006 "Romantic Comedy" "PG-13" 2698 6.9 "Romantic" "Comedy" 12.8 136 8 "Nancy Meyers" "hs" 85 0 46 51 0 0.74 61 9.01 1.83 12.12 6 5 28 80 "82" 144
"615" 615 "The Break-Up" "Uni." 205 118.7 86.3 2006 "Romantic Comedy" "PG-13" 3146 5.8 "Romantic" "Comedy" 39.2 106 14 "Peyton Reed" "ss" 52 0 0 0 0 2.28 61 16.93 5.59 7.42 2 3 7 33 "12" 73
"616" 616 "Eat Pray Love" "Sony" 204.6 80.6 124 2010 "Drama" "PG-13" 3108 5.7 "Drama" "" 23.1 133 12 "Ryan Murphy" "ss" 60 0 0 0 0 1.34 65 10.79 3.09 8.03 12 43 51 NA "86" NA
"617" 617 "King Arthur" "BV" 203.6 51.9 151.7 2004 "Period Adventure" "PG-13" 3086 6.3 "Period" "Adventure" 15.2 130 14.3 "Antoine Fuqua" "ss" 120 0 0 0 0 0.43 59 7.65 2.24 17.69 3 5 19 2 "33" 4
"618" 618 "Everest" "Uni." 203.4 43.5 159.9 2015 "Thriller" "PG-13" NA NA "Thriller" "" NA 121 NA "Henri de Gerlache" "ns" 55 0 0 0 0 0.79 70 5.41 NA 6.84 NA NA NA NA " " NA
"619" 619 "Vanilla Sky" "Par." 203.4 100.6 102.8 2001 "Thriller" "R" 2842 6.9 "Thriller" "" NA 135 NA "Cameron Crowe" "hs" 68 0 0 0 0 1.48 56 15.63 NA 10.56 20 42 39 49 "76" 92
"620" 620 "Need for Speed" "BV" 203.3 43.6 159.7 2014 "Action" "PG-13" 3115 6.5 "Action" "" 17.8 130 14 "Scott Waugh" "ns" 66 0 0 0 0 0.66 69 5.5 2.24 8.32 1 0 18 1 "14" 9
"621" 621 "Hairspray" "NL" 202.5 118.9 83.7 2007 "Musical" "PG" 3121 6.8 "Musical" "" 27.5 107 14 "Adam Shankman" "ss" NA 0 211 80 0 NA 62 16.68 3.86 NA 1 3 40 23 "49" 36
"622" 622 "Patch Adams" "Uni." 202.3 135 67.3 1998 "Comedy / Drama" "PG-13" 2909 6.7 "Comedy" "Drama" NA 115 NA "Tom Shadyac" "hs" 90 0 0 0 0 1.5 53 22.16 NA 14.77 1 0 63 NA "80" NA
"623" 623 "Fun with Dick and Jane" "Sony" 202 110.3 91.7 2005 "Crime Comedy" "PG-13" 3239 6.1 "Crime" "Comedy" 14.4 90 10.3 "Dean Parisot" "hs" 100 0 0 0 0 1.1 60 15.99 2.09 14.5 7 5 45 NA "88" NA
"624" 624 "Teenage Mutant Ninja Turtles" "NL" 202 135.3 66.7 1990 "Family Adventure" "PG" NA 5.9 "Family" "Adventure" NA 93 NA "Jonathan Liebesman" "ns" 13.5 0 50 29 0 10.02 49 24.02 NA 2.4 2 2 6 5 "18" 20
"625" 625 "Kindergarten Cop" "Uni." 202 91.5 110.5 1990 "Comedy" "PG-13" 1937 6 "Comedy" "" NA 111 NA "Ivan Reitman" "hs" 15 0 0 0 0 6.1 49 16.25 NA 2.66 8 11 23 2 "31" 6
"626" 626 "Ponyo" "BV" 201.8 15.1 186.7 2009 "Animation" "G" NA 7.7 "Animation" "" NA 100 NA "Hayao Miyazaki" "ss" NA 0 159 81 0 NA 64 2.05 NA NA 73 33 1 2 "1" 0
"627" 627 "Straight Outta Compton" "Uni." 201.6 161.2 40.4 2015 "Drama" "R" NA 8 "Drama" "" NA 147 NA "F. Gary Gray" "ss" 28 0 200 77 0 5.76 70 20.03 NA 3.48 7 7 4 2 "3" 3
"628" 628 "21 Jump Street" "Sony" 201.6 138.4 63.1 2012 "Action Comedy" "R" 3148 7.2 "Action" "Comedy" 36.3 109 15.4 "Phil Lord" "ns" 42 0 209 74 0 3.3 67 17.97 4.71 5.45 11 12 5 19 "56" 53
"629" 629 "Yogi Bear" "WB" 201.6 100.2 101.3 2010 "Family Comedy" "PG" 3515 4.6 "Family" "Comedy" 16.4 82 16 "Eric Brevig" "hs" 80 0 0 0 0 1.25 65 13.41 2.2 10.71 1 11 3 31 "14" 69
"630" 630 "Garfield: The Movie" "Fox" 200.8 75.4 125.4 2004 "Family Comedy" "PG" 3150 4.9 "Family" "Comedy" 21.7 85 21 "Peter Hewitt" "ss" 50 1 0 0 0 1.51 59 11.12 3.2 7.37 2 0 4 9 "6" 25
"631" 631 "Cats & Dogs" "WB" 200.7 93.4 107.3 2001 "Family Adventure" "PG" NA 5.2 "Family" "Adventure" NA 87 NA "Lawrence Guterman" "ss" 60 0 0 0 0 1.56 56 14.51 NA 9.32 1 1 9 1 "24" 16
"632" 632 "The Hunt for Red October" "Par." 200.5 122 78.5 1990 "Action Thriller" "PG" NA 7.6 "Action" "Thriller" NA 134 NA "John McTiernan" "ns" 30 0 66 75 0 4.07 49 21.66 NA 5.33 4 5 37 40 "27" 87
"633" 633 "Valkyrie" "UA" 200.3 83.1 117.2 2008 "Thriller" "PG-13" 2838 7.1 "Thriller" "" 21 120 16.1 "Bryan Singer" "hs" 75 0 0 0 0 1.11 63 11.48 2.9 10.36 14 20 39 29 "76" 60
