"number" "rank" "title" "studio" "worldwide" "domestic" "overseas" "release_date" "release_year" "genre" "mpaa" "theater" "rating" "genre1" "genre2" "ow" "runt" "weeks" "director1" "director2" "star1" "star2" "budget" "per" "title1" "sh" "shb" "series" "rn" "to_rating" "bb" "price" "adjusted" "adow" "adbudget" "dir_win" "dir_nomi" "st1_win" "st2_win" "st1_nomi" "st2_nomi"
"464" 464 464 "Brother Bear" "BV" 250.4 85.3 165.1 "October 24" 2003 "Animation" "G" NA 6.8 "Animation" "" NA 85 NA "Aaron Blaise" "Robert Walker" "Joaquin Phoenix" "Jeremy Suarez" NA "ns" "brotherbear" 0 0 0 NA NA NA "6.03" 123.07 NA NA 0 1 30 0 110 7
"465" 465 465 "The Mask of Zorro" "Sony" 250.3 94.1 156.2 "July 17" 1998 "Period Adventure" "PG-13" 2515 6.7 "Period" "Adventure" NA 137 NA "Martin Campbell" "" "Jos¨¦ Mar¨ªa de Tavira" "Diego Sieres" 95 "ss" "themaskofzorro" 0 0 0 69 72 0.99 "4.69" 174.56 NA 176.23 2 10 NA NA NA NA
"466" 466 466 "Eragon" "Fox" 249.5 75 174.5 "December 15" 2006 "Fantasy" "PG" 3030 5.1 "Fantasy" "" 23.2 99 17 "Stefen Fangmeier" "" "Ed Speleers" "Jeremy Irons" 100 "hs" "eragon" 0 0 0 NA NA 0.75 "6.55" 99.62 30.82 132.82 6 16 1 27 2 30
"467" 467 467 "The Ring" "DW" 249.3 129.1 120.2 "October 18" 2002 "Horror" "PG-13" 2927 7.1 "Horror" "" NA 109 NA "Gore Verbinski" "" "Naomi Watts" "Martin Henderson" 48 "ns" "thering" 0 0 0 225 80 2.69 "5.81" 193.32 NA 71.88 7 10 52 0 81 5
"468" 468 468 "The Blair Witch Project" "Art." 248.6 140.5 108.1 "July 16" 1999 "Horror" "R" NA 6.4 "Horror" "" NA 86 NA "Daniel Myrick" "Eduardo S¨¢nchez" "Heather Donahue" "Joshua Leonard" 60 "ss" "theblairwitchproject" 0 0 0 155 75 2.34 "5.08" 240.62 NA 102.76 5 8 2 3 4 2
"469" 469 469 "Unbreakable" "BV" 248.1 95 153.1 "November 22" 2000 "Thriller" "PG-13" 2708 7.2 "Thriller" "" NA 106 NA "M. Night Shyamalan" "" "Bruce Willis" "Samuel L. Jackson" 75 "hs" "unbreakable" 0 0 0 161 56 1.27 "5.39" 153.34 NA 121.06 12 36 21 31 37 76
"470" 470 470 "Dumb and Dumber" "NL" 247.3 127.2 120.1 "December 16" 1994 "Comedy" "PG-13" NA 7.3 "Comedy" "" NA 101 NA "Peter Farrelly" "Bobby Farrelly" "Jim Carrey" "Jeff Daniels" 17 "hs" "dumbanddumber" 0 0 0 50 54 7.48 "4.18" 264.75 NA 35.38 4 4 45 11 88 34
"471" 471 471 "Grown Ups 2" "Sony" 247 133.7 113.3 "July 12" 2013 "Comedy" "PG-13" 3491 5.4 "Comedy" "" 41.5 101 18.4 "Dennis Dugan" "" "Adam Sandler" "Kevin James" 80 "ss" "grownups2" 0 0 1 NA NA 1.67 "8.13" 143.07 44.41 85.61 1 4 50 1 68 13
"472" 472 472 "Love Actually" "Uni." 246.9 59.7 187.2 "November 7" 2003 "Romantic Comedy" "R" NA 7.7 "Romantic" "Comedy" NA 128 NA "Richard Curtis" "" "Bill Nighy" "Gregor Fisher" 40 "ns" "loveactually" 0 0 0 NA NA 1.49 "6.03" 86.13 NA 57.71 19 33 15 1 25 1
"473" 473 473 "Rango" "Par." 245.7 123.5 122.2 "March 4" 2011 "Animation" "PG" 3923 7.2 "Animation" "" NA 107 NA "Gore Verbinski" "" "Johnny Depp" "Isla Fisher" 135 "ns" "rango" 0 0 0 213 76 0.91 "7.93" 135.49 NA 148.11 7 10 65 4 115 10
"474" 474 474 "Four Weddings and a Funeral" "Gram." 245.7 52.7 193 "March 11" 1994 "Romantic Comedy" "R" NA 7.1 "Romantic" "Comedy" NA 118 NA "Mike Newell" "" "Hugh Grant" "James Fleet" 4.4 "ns" "fourweddingsandafuneral" 0 0 0 63 84 11.98 "4.18" 109.69 NA 9.16 13 10 15 NA 18 NA
"475" 475 475 "Face/Off" "Par." 245.7 112.3 133.4 "June 27" 1997 "Action" "R" 2851 7.3 "Action" "" NA 138 NA "John Woo" "" "John Travolta" "Nicolas Cage" 80 "ss" "face/off" 0 0 0 83 81 1.4 "4.59" 212.86 NA 151.63 18 15 40 40 49 60
"476" 476 476 "The Peanuts Movie" "Fox" 245.7 130.1 115.5 "November 6" 2015 "Animation" "G" NA 7.3 "Animation" "" NA 93 NA "Steve Martino" "" "Trombone Shorty" "Rebecca Bloom" 99 "ns" "thepeanutsmovie" 0 0 0 155 76 1.31 "8.43" 134.27 NA 102.17 22 39 NA NA NA NA
"477" 477 477 "Dark Shadows" "WB" 245.5 79.7 165.8 "May 11" 2012 "Horror Comedy" "PG-13" 3755 8.1 "Horror" "Comedy" 29.7 113 14 "Dan Curtis" "" "Jonathan Frid" "Grayson Hall" 150 "ns" "darkshadows" 0 0 0 NA NA 0.53 "7.96" 87.11 32.46 163.94 6 6 0 0 1 2
"478" 478 478 "Hulk" "Uni." 245.4 132.2 113.2 "June 20" 2003 "AA" "PG-13" 3674 5.7 "AA" "" 62.1 135 17 "Ang Lee" "" "Eric Bana" "Jennifer Connelly" 137 "ss" "hulk" 6 1 0 NA NA 0.96 "6.03" 190.74 89.6 197.66 96 90 9 15 12 25
"479" 479 479 "Bienvenue chez les Ch'tis" NA 245.1 NA 245.1 ". 46 min." 2008 "Comedy" "None" NA 7.1 "Comedy" "Budget: N/A" NA NA NA "Dany Boon" "" "Kad Merad" "Dany Boon" NA NA "bienvenuechezlesch'tis" 0 0 0 NA NA NA "7.18" NA NA NA 4 7 1 4 2 7
"480" 480 480 "The Godfather" "Par." 245.1 135 110.1 "March 15" 1972 "Crime Drama" "R" NA 9.2 "Crime" "Drama" NA 175 NA "Francis Ford Coppola" "" "Marlon Brando" "Al Pacino" 6 "ns" "thegodfather" 0 0 0 57 55 22.5 "1.70" 690.88 NA 30.71 49 47 30 43 32 63
"481" 481 481 "Hercules" "Par." 244.8 72.7 172.1 "July 25" 2014 "AA" "PG-13" 3595 7.2 "AA" "" 29.8 98 12 "Ron Clements" "John Musker" "Tate Donovan" "Josh Keaton" 100 "ss" "hercules" 0 0 0 52 72 0.73 "8.17" 77.42 31.73 106.49 7 8 5 2 8 13
"482" 482 482 "Back to the Future Part III" "Uni." 244.5 87.7 156.8 "May 25" 1990 "Western" "PG" NA 7.4 "Western" "" NA 118 NA "Robert Zemeckis" "" "Michael J. Fox" "Christopher Lloyd" 40 "ss" "backtothefuturepartiii" 0 0 1 43 62 2.19 "4.23" 180.38 NA 82.27 33 33 29 30 55 16
"483" 483 483 "Rush Hour" "NL" 244.4 141.2 103.2 "September 18" 1998 "Action Comedy" "PG-13" NA 6.9 "Action" "Comedy" NA 97 NA "Brett Ratner" "" "Ken Leung" "Jackie Chan" 33 "ns" "rushhour" 0 0 0 70 48 4.28 "4.69" 261.93 NA 61.22 3 4 2 36 2 44
"484" 484 484 "After Earth" "Sony" 243.8 60.5 183.3 "May 31" 2013 "Sci-Fi" "PG-13" 3401 4.9 "Sci-Fi" "" 27.5 100 11.4 "M. Night Shyamalan" "" "Jaden Smith" "Will Smith" 130 "ss" "afterearth" 0 0 0 NA NA 0.47 "8.13" 64.74 29.43 139.11 12 36 8 56 19 106
"485" 485 485 "Pixels" "Sony" 243.5 78.7 164.7 "July 24" 2015 "Action Comedy" "PG-13" 3723 5.7 "Action" "Comedy" 24 105 15.4 "Chris Columbus" "" "Adam Sandler" "Kevin James" 88 "ss" "pixels" 0 0 0 NA NA 0.89 "8.43" 81.22 24.77 90.82 6 18 50 1 68 13
"486" 486 486 "A Few Good Men" "Col." 243.2 141.3 101.9 "December 11" 1992 "Drama / Thriller" "R" NA 7.6 "Drama" "Thriller" NA 138 NA "Rob Reiner" "" "Tom Cruise" "Jack Nicholson" 40 "hs" "afewgoodmen" 0 0 0 57 70 3.53 "4.15" 296.22 NA 83.86 22 27 39 84 76 95
"487" 487 487 "Cloudy with a Chance of Meatballs" "Sony" 243 124.9 118.1 "September 18" 2009 "Animation" "PG" NA 7 "Animation" "" NA 81 NA "Phil Lord" "Christopher Miller" "Bill Hader" "Anna Faris" 100 "ns" "cloudywithachanceofmeatballs" 0 0 0 139 76 1.25 "7.50" 144.88 NA 116 11 12 3 1 15 18
"488" 488 488 "8 Mile" "Uni." 242.9 116.8 126.1 "November 8" 2002 "Music Drama" "R" 2585 7 "Music" "Drama" 51.2 118 20 "Curtis Hanson" "" "Eminem" "Kim Basinger" 41 "ns" "8mile" 0 0 0 206 64 2.85 "5.81" 174.9 76.67 61.39 49 26 30 10 50 24
"489" 489 489 "Marley and Me" "Fox" 242.7 143.2 99.6 "December 25" 2008 "Comedy" "PG" 3505 7.1 "Comedy" "" 36.4 120 18.1 "David Frankel" "" "Owen Wilson" "Jennifer Aniston" NA "hs" "marleyandme" 0 0 0 NA NA NA "7.18" 173.52 44.11 NA 7 6 14 33 45 73
"490" 490 490 "RoboCop" "Sony" 242.7 58.6 184.1 "February 12" 2014 "Sci-Fi Action" "PG-13" 3372 5.7 "Sci-Fi" "Action" 21.7 108 13.7 "Irvin Kershner" "" "Belinda Bauer" "John Glover" 100 "ns" "robocop" 0 0 0 NA NA 0.59 "8.17" 62.4 23.11 106.49 5 2 NA 0 NA 8
"491" 491 491 "Eraser" "WB" 242.3 101.3 141 "June 21" 1996 "Action" "R" NA 6.1 "Action" "" NA 115 NA "Chuck Russell" "" "Arnold Schwarzenegger" "James Caan" 100 "ss" "eraser" 0 0 0 45 24 1.01 "4.42" 199.39 NA 196.83 1 5 23 6 31 18
"492" 492 492 "Journey to the Center of the Earth" "WB (NL)" 242 101.7 140.3 "July 11" 2008 "Adventure" "PG" 2830 5.8 "Adventure" "" 21 92 22 "Eric Brevig" "" "Brendan Fraser" "Josh Hutcherson" 60 "ss" "journeytothecenteroftheearth" 0 0 0 NA NA 1.7 "7.18" 123.23 25.45 72.7 1 11 8 16 10 20
"493" 493 493 "Resident Evil: Retribution" "SGem" 240.2 42.3 197.8 "September 14" 2012 "Action Horror" "R" 3016 5.4 "Action" "Horror" 21.1 95 8.4 "Paul W.S. Anderson" "" "Milla Jovovich" "Sienna Guillory" 65 "ns" "residentevil:retribution" 0 0 1 NA NA 0.65 "7.96" 46.23 23.06 71.04 2 2 3 0 16 2
"494" 494 494 "Die Hard 2: Die Harder" "Fox" 240 117.5 122.5 "July 6" 1990 "Action Thriller" "R" 2507 7.1 "Action" "Thriller" NA 124 NA "Renny Harlin" "" "Bruce Willis" "Bonnie Bedelia" 70 "ss" "diehard2:dieharder" 0 0 1 NA NA 1.68 "4.23" 241.67 NA 143.97 3 12 21 2 37 5
"495" 495 495 "Crocodile Dundee II" "Par." 239.6 109.3 130.3 "May 25" 1988 "Adventure Comedy" "PG" NA 5.5 "Adventure" "Comedy" NA 110 NA "John Cornell" "" "Paul Hogan" "Linda Kozlowski" NA "ss" "crocodiledundeeii" 0 0 0 NA NA NA "4.11" 231.36 NA NA 0 3 3 0 16 1
"496" 496 496 "Planes" "BV" 239.3 90.3 149 "August 9" 2013 "Animation" "PG" 3716 5.8 "Animation" "" 22.2 92 19 "Klay Hall" "" "Dane Cook" "Stacy Keach" 50 "ss" "planes" 0 0 0 NA NA 1.81 "8.13" 96.63 23.76 53.51 0 2 3 6 4 8
"497" 497 497 "Batman and Robin" "WB" 238.2 107.3 130.9 "June 20" 1997 "AA" "PG-13" 2942 3.7 "AA" "" NA 125 NA "Joel Schumacher" "" "Arnold Schwarzenegger" "George Clooney" 125 "ss" "batmanandrobin" 2 1 0 NA NA 0.86 "4.59" 203.38 NA 236.93 9 8 23 87 31 193
"498" 498 498 "Click" "SonR" 237.7 137.4 100.3 "June 23" 2006 "Fantasy Comedy" "PG-13" 3764 6.4 "Fantasy" "Comedy" NA 97 NA "Frank Coraci" "" "Adam Sandler" "Kate Beckinsale" 82.5 "ss" "click" 0 0 0 NA NA 1.67 "6.55" 182.5 NA 109.58 NA NA 50 5 68 21
"499" 499 499 "Gulliver's Travels" "Fox" 237.4 42.8 194.6 "December 25" 2010 "Adventure Comedy" "PG" 3089 4.9 "Adventure" "Comedy" 6.3 85 15.9 "Rob Letterman" "" "Jack Black" "Jason Segel" 112 "hs" "gulliver'stravels" 0 0 0 NA NA 0.38 "7.89" 47.19 6.95 123.5 0 2 8 7 43 27
"500" 500 500 "Gone in 60 Seconds" "BV" 237.2 101.6 135.6 "June 9" 2000 "Action" "PG-13" 3089 6.5 "Action" "" NA 117 NA "Dominic Sena" "" "Nicolas Cage" "Giovanni Ribisi" 90 "ss" "gonein60seconds" 0 0 0 NA NA 1.13 "5.39" 163.99 NA 145.27 3 1 40 4 60 21
"501" 501 501 "Saturday Night Fever" "Par." 237.1 94.2 142.9 "December 16" 1977 "Music Drama" "R" NA 6.8 "Music" "Drama" NA 118 NA "John Badham" "" "John Travolta" "Karen Lynn Gorney" NA "hs" "saturdaynightfever" 0 0 0 NA NA NA "2.23" 367.51 NA NA 3 7 40 NA 49 NA
"502" 502 502 "Silver Linings Playbook" "Wein." 236.4 132.1 104.3 "November 16" 2012 "Comedy" "R" NA 7.8 "Comedy" "" NA 122 NA "David O. Russell" "" "Bradley Cooper" "Jennifer Lawrence" 21 "ns" "silverliningsplaybook" 0 0 0 228 81 6.29 "7.96" 144.38 NA 22.95 42 99 29 106 65 157
"503" 503 503 "2 Fast 2 Furious" "Uni." 236.4 127.2 109.2 "June 6" 2003 "Action" "PG-13" 3418 5.8 "Action" "" 50.5 101 19 "John Singleton" "" "Paul Walker" "Tyrese Gibson" 76 "ss" "2fast2furious" 0 0 0 NA NA 1.67 "6.03" 183.52 72.86 109.65 11 18 7 2 11 15
"504" 504 504 "A.I. Artificial Intelligence" "WB" 235.9 78.6 157.3 "June 29" 2001 "Sci-Fi" "PG-13" NA 7.1 "Sci-Fi" "" NA 145 NA "Steven Spielberg" "" "Haley Joel Osment" "Frances O'Connor" 100 "ss" "a.i.artificialintelligence" 0 0 0 190 61 0.79 "5.66" 120.82 NA 153.71 175 168 25 7 28 15
"505" 505 505 "Dead Poets Society" "BV" 235.9 95.9 140 "June 2" 1989 "Drama" "PG" NA 8 "Drama" "" NA 128 NA "Peter Weir" "" "Robin Williams" "Robert Sean Leonard" NA "ss" "deadpoetssociety" 0 0 0 54 74 NA "3.97" 210.16 NA NA 32 56 63 0 80 5
"506" 506 506 "Spy" "Fox" 235.7 110.8 124.8 "December 25" 2015 "Comedy" "PG-13" NA 7.1 "Comedy" "" NA 96 NA "Paul Feig" "" "Jude Law" "Raad Rawi" NA "hs" "spy" 0 0 0 40 68 NA "8.43" 114.35 NA NA 7 10 16 NA 50 NA
"507" 507 507 "American Pie" "Uni." 235.5 102.6 132.9 "June 5" 2015 "Comedy" "R" 3715 7 "Comedy" "" 29.1 120 18 "Paul Weitz" "Chris Weitz" "Jason Biggs" "Chris Klein" 65 "ss" "americanpie" 0 0 0 123 49 1.58 "8.43" 105.89 30.03 67.08 2 9 4 2 15 4
"508" 508 508 "Howl's Moving Castle" "BV" 235.2 4.7 230.5 "July 9" 1999 "Comedy" "R" NA 8.2 "Comedy" "" NA 95 NA "Hayao Miyazaki" "" "Chieko Baish_" "Takuya Kimura" 11 "ss" "howl'smovingcastle" 0 0 0 172 76 0.43 "5.08" 8.05 NA 18.84 73 33 11 2 4 2
"509" 509 509 "American Reunion" "Uni." 235 57 178 "June 10" 2005 "Animation" "PG" NA 6.7 "Animation" "" NA 119 NA "Jon Hurwitz" "Hayden Schlossberg" "Jason Biggs" "Alyson Hannigan" NA "ss" "americanreunion" 0 0 0 NA NA NA "6.41" 77.36 NA NA NA NA 4 5 15 16
"510" 510 510 "Big Daddy" "Sony" 234.8 163.5 71.3 "April 6" 2012 "Comedy" "R" 3203 6.4 "Comedy" "" NA 113 NA "Dennis Dugan" "" "Adam Sandler" "Joey Lauren Adams" 50 "ns" "bigdaddy" 0 0 0 NA NA 3.27 "7.96" 178.7 NA 54.65 1 4 50 4 68 6
"511" 511 511 "Daddy's Home" "Par." 234.7 148 86.7 "June 25" 1999 "Comedy" "PG-13" 3254 5.8 "Comedy" "" NA 93 NA "Amy Heckerling" "" "John Travolta" "Kirstie Alley" 34.2 "ss" "daddy'shome" 0 0 0 NA NA 4.33 "5.08" 253.46 NA 58.57 3 2 40 6 49 33
"512" 512 512 "The Day the Earth Stood Still" "Fox" 233.1 79.4 153.7 "December 12" 2008 "Sci-Fi" "PG-13" 3560 5.5 "Sci-Fi" "" 30.5 110 16 "Scott Derrickson" "" "Keanu Reeves" "Jennifer Connelly" 80 "hs" "thedaytheearthstoodstill" 0 0 0 NA NA 0.99 "7.18" 96.21 36.96 96.94 1 1 11 15 20 25
"513" 513 513 "The Girl with the Dragon Tattoo" "Sony" 232.6 102.5 130.1 "December 21" 2011 "Thriller" "R" 2950 2.6 "Thriller" "" 12.8 160 13.3 "Craig Moss" "" "Ashley Martin" "Austin Michael Scott" 90 "hs" "thegirlwiththedragontattoo" 0 0 0 176 75 1.14 "7.93" 112.45 14.04 98.74 NA NA NA NA NA NA
"514" 514 514 "Argo" "WB" 232.3 136 96.3 "October 12" 2012 "Drama / Thriller" "R" 3247 7.8 "Drama" "Thriller" NA 120 NA "Ben Affleck" "" "Ben Affleck" "Bryan Cranston" 44.5 "ns" "argo" 0 0 0 86 83 3.06 "7.96" 148.64 NA 48.64 67 95 67 45 95 75
"515" 515 515 "The English Patient" "Mira." 232 78.7 153.3 "November 15" 1996 "Romance" "R" NA 7.4 "Romance" "" NA 162 NA "Anthony Minghella" "" "Ralph Fiennes" "Juliette Binoche" 27 "ns" "theenglishpatient" 0 0 0 76 73 2.91 "4.42" 154.91 NA 53.14 31 52 32 26 90 43
"516" 516 516 "Sister Act" "BV" 231.6 139.6 92 "May 29" 1992 "Comedy" "PG" NA 6.2 "Comedy" "" NA 100 NA "Emile Ardolino" "" "Whoopi Goldberg" "Maggie Smith" NA "ss" "sisteract" 0 0 0 NA NA NA "4.15" 292.66 NA NA 9 21 50 44 72 91
"517" 517 517 "American Wedding" "Uni." 231.4 104.6 126.9 "August 1" 2003 "Comedy" "R" NA 6.3 "Comedy" "" NA 102 NA "Jesse Dylan" "" "Jason Biggs" "Seann William Scott" 55 "ss" "americanwedding" 0 0 0 NA NA 1.9 "6.03" 150.92 NA 79.35 1 2 4 5 15 8
"518" 518 518 "Juno" "FoxS" 231.4 143.5 87.9 "December 5" 2007 "Comedy / Drama" "PG-13" NA 7.5 "Comedy" "Drama" NA 91 NA "Jason Reitman" "" "Ellen Page" "Michael Cera" 7.5 "hs" "juno" 0 0 0 206 83 19.13 "6.88" 181.46 NA 9.48 63 64 42 7 58 23
"519" 519 519 "Constantine" "WB" 230.9 76 154.9 "February 18" 2005 "Horror" "R" 3006 6.9 "Horror" "" NA 121 NA "Francis Lawrence" "" "Keanu Reeves" "Rachel Weisz" 100 "ns" "constantine" 0 0 0 NA NA 0.76 "6.41" 103.15 NA 135.73 3 5 11 15 20 30
"520" 520 520 "Get Smart" "WB" 230.7 130.3 100.4 "June 20" 2008 "Action Comedy" "PG-13" 3915 6.5 "Action" "Comedy" 38.7 110 20 "Peter Segal" "" "Steve Carell" "Anne Hathaway" 80 "ss" "getsmart" 0 0 0 NA NA 1.63 "7.18" 157.88 46.89 96.94 0 1 32 65 115 95
"521" 521 521 "Space Jam" "WB" 230.4 90.4 140 "November 15" 1996 "Family Comedy" "PG" NA 6.3 "Family" "Comedy" NA 88 NA "Joe Pytka" "" "Michael Jordan" "Wayne Knight" NA "ns" "spacejam" 0 0 0 50 24 NA "4.42" 177.94 NA NA 4 12 17 0 33 6
"522" 522 522 "The Heat" "Fox" 229.9 159.6 70.3 "June 28" 2013 "Comedy" "R" 3184 6.6 "Comedy" "" 39.1 117 24 "Paul Feig" "" "Sandra Bullock" "Melissa McCarthy" 43 "ss" "theheat" 0 0 0 NA NA 3.71 "8.13" 170.79 41.84 46.01 7 10 72 19 102 61
"523" 523 523 "Mr. Bean's Holiday" "Uni." 229.7 33.3 196.4 "August 24" 2007 "Comedy" "G" NA 6.3 "Comedy" "" NA 90 NA "Steve Bendelack" "" "Rowan Atkinson" "Steve Pemberton" NA "ss" "mr.bean'sholiday" 0 0 0 NA NA NA "6.88" 42.11 NA NA 0 3 7 2 14 3
"524" 524 524 "Life Is Beautiful" "Mira." 229.2 57.6 171.6 "October 23" 1998 "Foreign" "PG-13" NA 8.6 "Foreign" "" NA 116 NA "Roberto Benigni" "" "Roberto Benigni" "Nicoletta Braschi" NA "ns" "lifeisbeautiful" 0 0 0 86 69 NA "4.69" 106.85 NA NA 52 37 52 2 37 6
"525" 525 525 "Ghost Rider" "Sony" 228.7 115.8 112.9 "February 16" 2007 "Action Horror" "PG-13" 3620 5.2 "Action" "Horror" 45.4 110 11 "Mark Steven Johnson" "" "Matt Long" "Raquel Alessi" 110 "ns" "ghostrider" 0 0 0 NA NA 1.05 "6.88" 146.43 57.41 139.1 NA NA NA NA NA NA
"526" 526 526 "Lethal Weapon 2" "WB" 227.9 147.3 80.6 "July 7" 1989 "Action Comedy" "R" 1830 7.2 "Action" "Comedy" NA 113 NA "Richard Donner" "" "Mel Gibson" "Danny Glover" NA "ss" "lethalweapon2" 0 0 1 NA NA NA "3.97" 322.8 NA NA 9 7 32 22 30 41
"527" 527 527 "The Green Hornet" "Sony" 227.8 98.8 129 "January 14" 2011 "AA" "PG-13" 3584 5.9 "AA" "" NA 108 NA "Michel Gondry" "" "Seth Rogen" "Jay Chou" 120 "ns" "thegreenhornet" 0 0 0 NA NA 0.82 "7.93" 108.39 NA 131.65 26 30 11 5 26 13
"528" 528 528 "Sleepless in Seattle" "TriS" 227.8 126.7 101.1 "June 25" 1993 "Romantic Comedy" "PG" 1657 6.8 "Romantic" "Comedy" NA 105 NA "Nora Ephron" "" "Tom Hanks" "Ross Malinger" 21 "ss" "sleeplessinseattle" 0 0 0 46 60 6.03 "4.14" 266.25 NA 44.13 7 18 76 2 115 3
"529" 529 529 "The Imitation Game" "Wein." 227.8 91.1 136.6 "November 28" 2014 "Drama" "PG-13" NA 8.1 "Drama" "" NA 114 NA "Morten Tyldum" "" "Benedict Cumberbatch" "Keira Knightley" NA "hs" "theimitationgame" 0 0 0 235 79 NA "8.17" 97.01 NA NA 32 18 30 26 81 87
"530" 530 530 "Immortals" "Rela." 226.9 83.5 143.4 "November 11" 2011 "Fantasy Drama" "R" 3120 6.1 "Fantasy" "Drama" 32.2 110 15 "Tarsem Singh" "" "Henry Cavill" "Mickey Rourke" 75 "ns" "immortals" 0 0 0 NA NA 1.11 "7.93" 91.61 35.33 82.28 4 3 1 38 5 33
"531" 531 531 "Taken" "Fox" 226.8 145 81.8 "January 30" 2009 "Action" "PG-13" 3184 7.9 "Action" "" 24.7 93 23 "Pierre Morel" "" "Liam Neeson" "Maggie Grace" 25 "ns" "taken" 0 0 0 58 80 5.8 "7.50" 168.2 28.65 29 NA NA 15 1 35 5
"532" 532 532 "Percy Jackson & The Olympians: The Lightning Thief" "Fox" 226.5 88.8 137.7 "February 12" 2010 "Fantasy" "PG" 3396 5.9 "Fantasy" "" 31.2 120 20 "Chris Columbus" "" "Logan Lerman" "Brandon T. Jackson" 95 "ns" "percyjackson&theolympians:thelightningthief" 0 0 1 NA NA 0.93 "7.89" 97.92 34.4 104.75 6 18 7 1 21 3
"533" 533 533 "Hansel and Gretel: Witch Hunters" "Par." 226.3 55.7 170.6 "January 25" 2013 "Action Comedy" "R" 3375 6.1 "Action" "Comedy" 19.7 88 13 "Tommy Wirkola" "" "Jeremy Renner" "Gemma Arterton" 50 "ns" "hanselandgretel:witchhunters" 0 0 1 NA NA 1.11 "8.13" 59.61 21.08 53.51 5 2 30 1 53 7
"534" 534 534 "Good Will Hunting" "Mira." 225.9 138.4 87.5 "December 5" 1997 "Drama" "R" NA 8.3 "Drama" "" NA 126 NA "Gus Van Sant" "" "Matt Damon" "Robin Williams" NA "hs" "goodwillhunting" 0 0 0 70 86 NA "4.59" 262.33 NA NA 36 55 34 63 122 80
"535" 535 535 "The Social Network" "Sony" 224.9 97 128 "October 1" 2010 "Comedy / Drama" "PG-13" 2921 7.7 "Comedy" "Drama" 22.4 120 22 "David Fincher" "" "Jesse Eisenberg" "Rooney Mara" 40 "ns" "thesocialnetwork" 0 0 0 288 85 2.42 "7.89" 106.96 24.7 44.11 57 101 20 23 54 62
"536" 536 536 "Chicken Run" "DW" 224.8 106.8 118 "June 23" 2000 "Animation" "G" 2953 7 "Animation" "" NA 84 NA "Peter Lord" "Nick Park" "Phil Daniels" "Lynn Ferguson" 45 "ss" "chickenrun" 0 0 0 170 86 2.37 "5.39" 172.39 NA 72.63 15 22 NA NA NA NA
"537" 537 537 "Con Air" "BV" 224 101.1 122.9 "June 6" 1997 "Action" "PG" NA 6.8 "Action" "" NA 115 NA "Simon West" "" "Colm Meaney" "Mykelti Williamson" NA "ss" "conair" 0 0 0 63 42 NA "4.59" 191.63 NA NA 4 9 7 0 8 5
"538" 538 538 "Interview with the Vampire" "WB" 223.7 105.3 118.4 "November 11" 1994 "Period Horror" "R" 2941 7.6 "Period" "Horror" 24.1 123 19 "Neil Jordan" "" "Brad Pitt" "Christian Slater" 75 "ns" "interviewwiththevampire" 0 0 0 51 49 1.4 "4.18" 219.17 50.16 156.1 39 47 64 8 136 10
"539" 539 539 "Flightplan" "BV" 223.4 89.7 133.7 "September 23" 2005 "Thriller" "R" NA 6.2 "Thriller" "" NA 93 NA "Robert Schwentke" "" "Jodie Foster" "Peter Sarsgaard" 60 "ns" "flightplan" 0 0 0 NA NA 1.5 "6.41" 121.75 NA 81.44 3 3 54 14 43 33
"540" 540 540 "Yes Man" "WB" 223.2 97.7 125.6 "December 19" 2008 "Comedy" "PG-13" 3424 6.8 "Comedy" "" 24.6 104 24 "Peyton Reed" "" "Jim Carrey" "Zooey Deschanel" NA "hs" "yesman" 0 0 0 NA NA NA "7.18" 118.38 29.81 NA 2 3 45 6 88 32
"541" 541 541 "Non-Stop" "Uni." 222.8 92.2 130.6 "February 28" 2014 "Thriller" "PG-13" 3434 7 "Thriller" "" 18.3 110 15 "Jaume Collet-Serra" "" "Liam Neeson" "Julianne Moore" 70 "ns" "nonstop" 0 0 0 NA NA 1.32 "8.17" 98.18 19.49 74.54 0 1 15 107 35 148
"542" 542 542 "Honey I Shrunk the Kids" "BV" 222.7 130.7 92 "June 23" 1989 "Family Adventure" "PG-13" 3183 6.3 "Family" "Adventure" NA 101 NA "Joe Johnston" "" "Rick Moranis" "Matt Frewer" 50 "ss" "honeyishrunkthekids" 0 0 0 NA NA 2.61 "3.97" 286.42 NA 109.57 2 6 3 2 4 4
"543" 543 543 "Fahrenheit 9/11" "Lions" 222.4 119.2 103.3 "June 23" 2004 "Documentary" "PG" NA 7.5 "Documentary" "" NA 116 NA "Michael Moore" "" "Ben Affleck" "Stevie Wonder" NA "ss" "fahrenheit9/11" 0 0 0 229 72 NA "6.21" 167 NA NA 45 28 67 10 95 15
"544" 544 544 "Jumper" "Fox" 222.2 80.2 142.1 "February 14" 2008 "Fantasy" "R" NA 6.1 "Fantasy" "" NA 90 NA "Doug Liman" "" "Hayden Christensen" "Jamie Bell" 6 "ns" "jumper" 0 0 0 NA NA 13.37 "7.18" 97.18 NA 7.27 2 6 9 17 19 19
